('rgb_00_00_000_00.png', 0.9989366319444445, 0.9357124114405668)
('rgb_00_00_000_01.png', 0.998828125, 0.9334319526627219)
('rgb_00_00_000_02.png', 0.9987977430555556, 0.9350831966252636)
('rgb_00_00_000_03.png', 0.9990060763888889, 0.9476810600868174)
('rgb_00_00_000_04.png', 0.9988194444444445, 0.9409209383145091)
('rgb_00_00_000_05.png', 0.9987803819444444, 0.9428977850030481)
('rgb_00_00_001_00.png', 0.998671875, 0.9418029669075694)
('rgb_00_00_001_01.png', 0.9984461805555556, 0.9361398501605422)
('rgb_00_00_001_02.png', 0.9985243055555556, 0.9402880224798033)
('rgb_00_00_001_03.png', 0.998515625, 0.9434149569821311)
('rgb_00_00_001_04.png', 0.9973654513888889, 0.916471721480666)
('rgb_00_00_001_05.png', 0.9968576388888889, 0.9126026074360213)
('rgb_00_00_002_00.png', 0.9950694444444445, 0.871783295711061)
('rgb_00_00_002_01.png', 0.9942925347222222, 0.8562998579390231)
('rgb_00_00_002_02.png', 0.9943315972222222, 0.8641846921797005)
('rgb_00_00_002_03.png', 0.9927647569444444, 0.8480262558118333)
('rgb_00_00_002_04.png', 0.9906901041666667, 0.8341964906856304)
('rgb_00_00_002_05.png', 0.9911328125, 0.8550755479889338)
('rgb_00_00_003_00.png', 0.9907899305555555, 0.8540176114474408)
('rgb_00_00_003_01.png', 0.9913628472222222, 0.8628532046864231)
('rgb_00_00_003_02.png', 0.9924305555555556, 0.8810530623380166)
('rgb_00_00_003_03.png', 0.9909505208333333, 0.8809455832809913)
('rgb_00_00_003_04.png', 0.9892404513888889, 0.872865275142315)
('rgb_00_00_003_05.png', 0.9898177083333334, 0.8825473115049565)
('rgb_00_00_004_00.png', 0.9901475694444445, 0.893447239954938)
('rgb_00_00_004_01.png', 0.9909288194444444, 0.905609249390299)
('rgb_00_00_004_02.png', 0.9929253472222223, 0.9252156358964948)
('rgb_00_00_004_03.png', 0.9895616319444445, 0.9052366129477126)
('rgb_00_00_004_04.png', 0.9877300347222222, 0.8922103176116216)
('rgb_00_00_004_05.png', 0.98796875, 0.8960006002851354)
('rgb_00_00_005_00.png', 0.9878776041666667, 0.9046594982078853)
('rgb_00_00_005_01.png', 0.9892664930555556, 0.9192014898552618)
('rgb_00_00_005_02.png', 0.9920833333333333, 0.944230416437351)
('rgb_00_00_005_03.png', 0.9927300347222222, 0.9528845883378808)
('rgb_00_00_005_04.png', 0.9898133680555555, 0.9356298510737501)
('rgb_00_00_005_05.png', 0.9896614583333333, 0.9363680076935407)
('rgb_00_00_006_00.png', 0.9896918402777778, 0.9403790636375047)
('rgb_00_00_006_01.png', 0.9910069444444445, 0.9500795065773623)
('rgb_00_00_006_02.png', 0.9923828125, 0.9613733905579399)
('rgb_00_00_006_03.png', 0.9918272569444444, 0.9623317129768549)
('rgb_00_00_006_04.png', 0.9899262152777778, 0.9563155220116316)
('rgb_00_00_006_05.png', 0.9895876736111111, 0.9554990817859726)
('rgb_00_00_007_00.png', 0.9911675347222222, 0.9639024390243902)
('rgb_00_00_007_01.png', 0.9904513888888888, 0.9629617158826896)
('rgb_00_00_007_02.png', 0.9889279513888889, 0.9610825489328594)
('rgb_00_00_007_03.png', 0.9855598958333334, 0.9540932485201385)
('rgb_00_00_007_04.png', 0.9874565972222222, 0.9620655255696734)
('rgb_00_00_007_05.png', 0.9908550347222222, 0.9717033077718538)
('rgb_00_00_008_00.png', 0.9891015625, 0.9661822736394122)
('rgb_00_00_008_01.png', 0.9884505208333333, 0.9665118737493865)
('rgb_00_00_008_02.png', 0.9875824652777778, 0.9691260103380923)
('rgb_00_00_008_03.png', 0.9878559027777778, 0.9716933411569512)
('rgb_00_00_008_04.png', 0.9852083333333334, 0.9664679142806542)
('rgb_00_00_008_05.png', 0.9834461805555555, 0.9623880714764703)
('rgb_00_00_009_00.png', 0.9826692708333333, 0.9624785047782821)
('rgb_00_00_009_01.png', 0.9786935763888889, 0.9583464146012405)
('rgb_00_00_009_02.png', 0.9784852430555555, 0.961759509978631)
('rgb_00_00_009_03.png', 0.9780251736111111, 0.9630203121690416)
('rgb_00_00_009_04.png', 0.9733810763888889, 0.9576055023675388)
('rgb_00_00_009_05.png', 0.9771961805555556, 0.9637314998895515)
('rgb_00_01_000_00.png', 0.9994053819444444, 0.9619761310019428)
('rgb_00_01_000_01.png', 0.9994965277777778, 0.972168905950096)
('rgb_00_01_000_02.png', 0.9995746527777778, 0.978095663835494)
('rgb_00_01_000_03.png', 0.9994791666666667, 0.9749268700376097)
('rgb_00_01_000_04.png', 0.9995399305555556, 0.9792482380579484)
('rgb_00_01_000_05.png', 0.9994314236111111, 0.9743288261806781)
('rgb_00_01_001_00.png', 0.9994921875, 0.9784331797235023)
('rgb_00_01_001_01.png', 0.9992447916666667, 0.9705384354893328)
('rgb_00_01_001_02.png', 0.9993272569444445, 0.9759503491078355)
('rgb_00_01_001_03.png', 0.9991015625, 0.9713256683751212)
('rgb_00_01_001_04.png', 0.9989756944444445, 0.9705735660847881)
('rgb_00_01_001_05.png', 0.9986675347222222, 0.9623543838136113)
('rgb_00_01_002_00.png', 0.9986805555555556, 0.9638869090045141)
('rgb_00_01_002_01.png', 0.9987282986111111, 0.9659895531050493)
('rgb_00_01_002_02.png', 0.9987456597222222, 0.9690876029521874)
('rgb_00_01_002_03.png', 0.9955512152777778, 0.9127882242831618)
('rgb_00_01_002_04.png', 0.9939539930555555, 0.8871425099246536)
('rgb_00_01_002_05.png', 0.9933810763888888, 0.8821392688770384)
('rgb_00_01_003_00.png', 0.9931423611111111, 0.8789086450030656)
('rgb_00_01_003_01.png', 0.9937065972222222, 0.898714724783459)
('rgb_00_01_003_02.png', 0.9909678819444444, 0.8733953884528807)
('rgb_00_01_003_03.png', 0.9896657986111111, 0.8665433551930946)
('rgb_00_01_003_04.png', 0.9890798611111111, 0.8649345071934722)
('rgb_00_01_003_05.png', 0.9885199652777777, 0.865551771463427)
('rgb_00_01_004_00.png', 0.9885199652777777, 0.8815547893063455)
('rgb_00_01_004_01.png', 0.9887586805555556, 0.8890602244495845)
('rgb_00_01_004_02.png', 0.9869097222222222, 0.8810068649885584)
('rgb_00_01_004_03.png', 0.9868315972222222, 0.8762743658755403)
('rgb_00_01_004_04.png', 0.9874565972222222, 0.8852263701350278)
('rgb_00_01_004_05.png', 0.9874826388888889, 0.8964378052283827)
('rgb_00_01_005_00.png', 0.9863541666666666, 0.8989392478302797)
('rgb_00_01_005_01.png', 0.9884331597222222, 0.920340756239725)
('rgb_00_01_005_02.png', 0.9880034722222222, 0.9241201339702411)
('rgb_00_01_005_03.png', 0.9882899305555556, 0.928928928928929)
('rgb_00_01_005_04.png', 0.9883723958333334, 0.931072632310186)
('rgb_00_01_005_05.png', 0.98859375, 0.9335188464457375)
('rgb_00_01_006_00.png', 0.9868967013888889, 0.9289095062048178)
('rgb_00_01_006_01.png', 0.9871223958333334, 0.9355462385679838)
('rgb_00_01_006_02.png', 0.9871788194444444, 0.9411178440440121)
('rgb_00_01_006_03.png', 0.9864366319444444, 0.9401077102938076)
('rgb_00_01_006_04.png', 0.9863151041666667, 0.9427674211758726)
('rgb_00_01_006_05.png', 0.9888498263888889, 0.9546121093266904)
('rgb_00_01_007_00.png', 0.9903949652777778, 0.9633554668742031)
('rgb_00_01_007_01.png', 0.9906336805555556, 0.9677785409263296)
('rgb_00_01_007_02.png', 0.9926041666666666, 0.9756013745704467)
('rgb_00_01_007_03.png', 0.9923394097222222, 0.9757504980421791)
('rgb_00_01_007_04.png', 0.9915755208333333, 0.9749234525793574)
('rgb_00_01_007_05.png', 0.9907942708333334, 0.9737451259515999)
